"","year","month","day","lon","lat","species_group","depth","prov_nr","provID","sub_area","SubDiv","taxa","sample_id","depth_scaled","year_f","biomass","abundance","biomass_g_m2","biomass_g_km2","biomass_kg_km2"
"3558",1996,5,29,16.5133323669434,57.1283340454102,"Amphipoda",0,5,688804,4,27,"Corophium volutator","688804_1996",-1.37048656043356,"1996",0.07,30,0.07,70000,70
"3559",1996,5,29,16.5133323669434,57.1283340454102,"Amphipoda",0,3,688805,4,27,"Corophium volutator","688805_1996",-1.37048656043356,"1996",1.93999998,20,1.93999998,1939999.98,1939.99998
"3560",1996,5,29,16.5133323669434,57.1283340454102,"Amphipoda",0,1,688806,4,27,"Corophium volutator","688806_1996",-1.37048656043356,"1996",0.14,50,0.14,140000,140
"3561",1997,4,28,16.5133323669434,57.1283340454102,"Amphipoda",0,1,688807,4,27,"Gammarus","688807_1997",-1.37048656043356,"1997",0.05,20,0.05,50000,50
"3562",1997,4,28,16.5133323669434,57.1283340454102,"Amphipoda",0,4,688808,4,27,"Gammarus","688808_1997",-1.37048656043356,"1997",0.39999999,30,0.39999999,399999.99,399.99999
"3563",1997,4,28,16.5133323669434,57.1283340454102,"Amphipoda",0,2,688809,4,27,"Gammarus","688809_1997",-1.37048656043356,"1997",0.35999998,20,0.35999998,359999.98,359.99998
"3564",1997,4,28,16.5133323669434,57.1283340454102,"Amphipoda",0,3,688810,4,27,"Gammarus","688810_1997",-1.37048656043356,"1997",0.41999999,30,0.41999999,419999.99,419.99999
"3565",1998,5,6,16.5133323669434,57.1283340454102,"Amphipoda",0,4,688811,4,27,"Corophium volutator","688811_1998",-1.37048656043356,"1998",0.04,30,0.04,40000,40
"3566",1998,5,6,16.5133323669434,57.1283340454102,"Amphipoda",0,5,688812,4,27,"Corophium volutator","688812_1998",-1.37048656043356,"1998",0.02,10,0.02,20000,20
"3567",1998,5,6,16.5133323669434,57.1283340454102,"Amphipoda",0,3,688813,4,27,"Corophium volutator","688813_1998",-1.37048656043356,"1998",0.02,30,0.02,20000,20
"3568",1998,5,6,16.5133323669434,57.1283340454102,"Amphipoda",0,1,688814,4,27,"Corophium volutator","688814_1998",-1.37048656043356,"1998",0.43,70,0.43,430000,430
"3569",1998,5,6,16.5133323669434,57.1283340454102,"Amphipoda",0,2,688815,4,27,"Gammarus","688815_1998",-1.37048656043356,"1998",0.01,20,0.01,10000,10
"3570",1999,5,10,16.5133323669434,57.1283340454102,"Amphipoda",0,1,688816,4,27,"Leptocheirus pilosus","688816_1999",-1.37048656043356,"1999",0.01,10,0.01,10000,10
"3571",2000,5,12,16.5133323669434,57.1283340454102,"Amphipoda",0,3,688819,4,27,"Corophium volutator","688819_2000",-1.37048656043356,"2000",0.13,70,0.13,130000,130
"3572",2000,5,12,16.5133323669434,57.1283340454102,"Amphipoda",0,2,688820,4,27,"Corophium volutator","688820_2000",-1.37048656043356,"2000",0.35,100,0.35,350000,350
"3573",2000,5,12,16.5133323669434,57.1283340454102,"Amphipoda",0,4,688821,4,27,"Corophium volutator","688821_2000",-1.37048656043356,"2000",0.18999999,50,0.18999999,189999.99,189.99999
"3574",2000,5,12,16.5133323669434,57.1283340454102,"Amphipoda",0,5,688822,4,27,"Corophium volutator","688822_2000",-1.37048656043356,"2000",0.35999998,120,0.35999998,359999.98,359.99998
"3575",2000,5,12,16.5133323669434,57.1283340454102,"Amphipoda",0,1,688823,4,27,"Corophium volutator","688823_2000",-1.37048656043356,"2000",0.12,50,0.12,120000,120
"3576",1995,4,19,16.4451675415039,56.9116668701172,"Amphipoda",46,1,688825,4,27,"Corophium volutator","688825_1995",1.21059264403632,"1995",0.02,20,0.02,20000,20
"3577",1996,4,24,16.4451675415039,56.9116668701172,"Amphipoda",46,5,688829,4,27,"Corophium volutator","688829_1996",1.21059264403632,"1996",1.56999998,440,1.56999998,1569999.98,1569.99998
"3578",1996,4,24,16.4451675415039,56.9116668701172,"Amphipoda",46,3,688830,4,27,"Corophium volutator","688830_1996",1.21059264403632,"1996",0.25,110,0.25,250000,250
"3579",1996,4,24,16.4451675415039,56.9116668701172,"Amphipoda",46,4,688831,4,27,"Corophium volutator","688831_1996",1.21059264403632,"1996",0.23,150,0.23,230000,230
"3580",1996,4,24,16.4451675415039,56.9116668701172,"Amphipoda",46,2,688832,4,27,"Corophium volutator","688832_1996",1.21059264403632,"1996",0.16000001,50,0.16000001,160000.01,160.00001
"3581",1996,4,24,16.4451675415039,56.9116668701172,"Amphipoda",46,1,688833,4,27,"Corophium volutator","688833_1996",1.21059264403632,"1996",0.24,80,0.24,240000,240
"3582",1997,4,25,16.4451675415039,56.9116668701172,"Amphipoda",46,4,688834,4,27,"Corophium volutator","688834_1997",1.21059264403632,"1997",1.94999997,460,1.94999997,1949999.97,1949.99997
"3583",1997,4,25,16.4451675415039,56.9116668701172,"Amphipoda",46,3,688835,4,27,"Corophium volutator","688835_1997",1.21059264403632,"1997",7.66999979,1510,7.66999979,7669999.79,7669.99979
"3584",1997,4,25,16.4451675415039,56.9116668701172,"Amphipoda",46,2,688836,4,27,"Corophium volutator","688836_1997",1.21059264403632,"1997",0.64999999,110,0.64999999,649999.99,649.99999
"3585",1997,4,25,16.4451675415039,56.9116668701172,"Amphipoda",46,1,688837,4,27,"Corophium volutator","688837_1997",1.21059264403632,"1997",2.26999998,410,2.26999998,2269999.98,2269.99998
"3586",2000,5,3,16.4451675415039,56.9116668701172,"Amphipoda",46,5,688844,4,27,"Corophium volutator","688844_2000",1.21059264403632,"2000",0.03,10,0.03,30000,30
"3587",2000,5,3,16.4451675415039,56.9116668701172,"Amphipoda",46,4,688845,4,27,"Corophium volutator","688845_2000",1.21059264403632,"2000",0.08,20,0.08,80000,80
"3588",2000,5,3,16.4451675415039,56.9116668701172,"Amphipoda",46,3,688847,4,27,"Corophium volutator","688847_2000",1.21059264403632,"2000",0.02,10,0.02,20000,20
"3589",1999,5,3,16.4451675415039,56.9116668701172,"Amphipoda",46,5,688852,4,27,"Corophium volutator","688852_1999",1.21059264403632,"1999",0.05,10,0.05,50000,50
"3590",1996,4,24,16.4941673278809,56.896167755127,"Amphipoda",0,2,688858,4,27,"Monoporeia affinis","688858_1996",-1.37048656043356,"1996",0.24,50,0.24,240000,240
"3591",1996,4,24,16.4941673278809,56.896167755127,"Amphipoda",0,3,688859,4,27,"Monoporeia affinis","688859_1996",-1.37048656043356,"1996",0.92,120,0.92,920000,920
"3592",1996,4,24,16.4941673278809,56.896167755127,"Amphipoda",0,5,688860,4,27,"Monoporeia affinis","688860_1996",-1.37048656043356,"1996",0.44,90,0.44,440000,440
"3593",1996,4,24,16.4941673278809,56.896167755127,"Amphipoda",0,4,688861,4,27,"Monoporeia affinis","688861_1996",-1.37048656043356,"1996",0.37999999,40,0.37999999,379999.99,379.99999
"3594",1996,4,24,16.4941673278809,56.896167755127,"Amphipoda",0,1,688862,4,27,"Monoporeia affinis","688862_1996",-1.37048656043356,"1996",0.23,40,0.23,230000,230
"3595",1997,4,25,16.4941673278809,56.896167755127,"Amphipoda",0,1,688863,4,27,"Corophium volutator","688863_1997",-1.37048656043356,"1997",0.76999999,110,0.76999999,769999.99,769.99999
"3596",1997,4,25,16.4941673278809,56.896167755127,"Amphipoda",0,3,688864,4,27,"Corophium volutator","688864_1997",-1.37048656043356,"1997",1.53000005,150,1.53000005,1530000.05,1530.00005
"3597",1997,4,25,16.4941673278809,56.896167755127,"Amphipoda",0,5,688865,4,27,"Corophium volutator","688865_1997",-1.37048656043356,"1997",0.62000001,140,0.62000001,620000.01,620.00001
"3598",1997,4,25,16.4941673278809,56.896167755127,"Amphipoda",0,4,688866,4,27,"Corophium volutator","688866_1997",-1.37048656043356,"1997",0.60999998,90,0.60999998,609999.98,609.99998
"3599",1997,4,25,16.4941673278809,56.896167755127,"Amphipoda",0,2,688867,4,27,"Corophium volutator","688867_1997",-1.37048656043356,"1997",2.12000008,190,2.12000008,2120000.08,2120.00008
"3600",1998,4,27,16.4941673278809,56.896167755127,"Amphipoda",0,3,688868,4,27,"Corophium volutator","688868_1998",-1.37048656043356,"1998",0.14,30,0.14,140000,140
"3601",1999,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,4,688873,4,27,"Corophium volutator","688873_1999",-1.37048656043356,"1999",0.36,90,0.36,360000,360
"3602",1999,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,3,688874,4,27,"Corophium volutator","688874_1999",-1.37048656043356,"1999",0.17,70,0.17,170000,170
"3603",1999,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,1,688875,4,27,"Corophium volutator","688875_1999",-1.37048656043356,"1999",0.08,50,0.08,80000,80
"3604",1999,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,5,688876,4,27,"Corophium volutator","688876_1999",-1.37048656043356,"1999",0.05,50,0.05,50000,50
"3605",1999,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,2,688877,4,27,"Corophium volutator","688877_1999",-1.37048656043356,"1999",0.30000001,80,0.30000001,300000.01,300.00001
"3606",2000,5,3,16.4941673278809,56.896167755127,"Amphipoda",0,2,688881,4,27,"Corophium volutator","688881_2000",-1.37048656043356,"2000",0.01,10,0.01,10000,10
"3607",1995,4,18,16.4941673278809,56.896167755127,"Amphipoda",0,2,688883,4,27,"Monoporeia affinis","688883_1995",-1.37048656043356,"1995",0.16000001,40,0.16000001,160000.01,160.00001
"3608",1995,4,18,16.4941673278809,56.896167755127,"Amphipoda",0,4,688884,4,27,"Corophium volutator","688884_1995",-1.37048656043356,"1995",0.79000003,100,0.79000003,790000.03,790.00003
"3609",1995,4,18,16.4941673278809,56.896167755127,"Amphipoda",0,3,688885,4,27,"Corophium volutator","688885_1995",-1.37048656043356,"1995",1.47999996,160,1.47999996,1479999.96,1479.99996
"3610",1995,4,18,16.4941673278809,56.896167755127,"Amphipoda",0,1,688886,4,27,"Corophium volutator","688886_1995",-1.37048656043356,"1995",0.51000001,100,0.51000001,510000.01,510.00001
"3611",1995,4,18,16.4941673278809,56.896167755127,"Amphipoda",0,5,688887,4,27,"Monoporeia affinis","688887_1995",-1.37048656043356,"1995",0.90000004,100,0.90000004,900000.04,900.00004
"3612",1996,5,14,16.2730007171631,56.623664855957,"Amphipoda",45,3,688898,4,27,"Corophium volutator","688898_1996",1.15448222654784,"1996",0.43000001,70,0.43000001,430000.01,430.00001
"3613",1996,5,14,16.2730007171631,56.623664855957,"Amphipoda",45,4,688899,4,27,"Corophium volutator","688899_1996",1.15448222654784,"1996",0.14,60,0.14,140000,140
"3614",1996,5,14,16.2730007171631,56.623664855957,"Amphipoda",45,5,688900,4,27,"Corophium volutator","688900_1996",1.15448222654784,"1996",0.04,20,0.04,40000,40
"3615",1996,5,14,16.2730007171631,56.623664855957,"Amphipoda",45,2,688901,4,27,"Corophium volutator","688901_1996",1.15448222654784,"1996",0.08,30,0.08,80000,80
"3616",1996,5,14,16.2730007171631,56.623664855957,"Amphipoda",45,1,688902,4,27,"Corophium volutator","688902_1996",1.15448222654784,"1996",0.06,20,0.06,60000,60
"3617",1997,4,22,16.2730007171631,56.623664855957,"Amphipoda",45,1,688903,4,27,"Corophium volutator","688903_1997",1.15448222654784,"1997",0.54000001,120,0.54000001,540000.01,540.00001
"3618",1997,4,22,16.2730007171631,56.623664855957,"Amphipoda",45,4,688904,4,27,"Corophium volutator","688904_1997",1.15448222654784,"1997",1.16999999,220,1.16999999,1169999.99,1169.99999
"3619",1997,4,22,16.2730007171631,56.623664855957,"Amphipoda",45,5,688905,4,27,"Corophium volutator","688905_1997",1.15448222654784,"1997",9.51000027,1400,9.51000027,9510000.27,9510.00027
"3620",1997,4,22,16.2730007171631,56.623664855957,"Amphipoda",45,3,688906,4,27,"Corophium volutator","688906_1997",1.15448222654784,"1997",9.16999997,1470,9.16999997,9169999.97,9169.99997
"3621",1997,4,22,16.2730007171631,56.623664855957,"Amphipoda",45,2,688907,4,27,"Corophium volutator","688907_1997",1.15448222654784,"1997",0.35,60,0.35,350000,350
"3622",1999,4,29,16.2730007171631,56.623664855957,"Amphipoda",45,2,688913,4,27,"Corophium volutator","688913_1999",1.15448222654784,"1999",0.12,30,0.12,120000,120
"3623",1999,4,29,16.2730007171631,56.623664855957,"Amphipoda",45,1,688917,4,27,"Corophium volutator","688917_1999",1.15448222654784,"1999",0.04,10,0.04,40000,40
"3624",2000,4,27,16.2730007171631,56.623664855957,"Amphipoda",45,1,688918,4,27,"Monoporeia affinis","688918_2000",1.15448222654784,"2000",0.1,10,0.1,1e+05,100
"3625",1996,5,14,16.1229991912842,56.4356651306152,"Amphipoda",0,3,688938,4,25,"Corophium volutator","688938_1996",-1.37048656043356,"1996",2.33000004,330,2.33000004,2330000.04,2330.00004
"3626",1996,5,14,16.1229991912842,56.4356651306152,"Amphipoda",0,1,688939,4,25,"Corophium volutator","688939_1996",-1.37048656043356,"1996",2.00000003,310,2.00000003,2000000.03,2000.00003
"3627",1996,5,14,16.1229991912842,56.4356651306152,"Amphipoda",0,5,688940,4,25,"Corophium volutator","688940_1996",-1.37048656043356,"1996",2.60999986,430,2.60999986,2609999.86,2609.99986
"3628",1996,5,14,16.1229991912842,56.4356651306152,"Amphipoda",0,4,688941,4,25,"Corophium volutator","688941_1996",-1.37048656043356,"1996",2.01000005,370,2.01000005,2010000.05,2010.00005
"3629",1996,5,14,16.1229991912842,56.4356651306152,"Amphipoda",0,2,688942,4,25,"Corophium volutator","688942_1996",-1.37048656043356,"1996",1.91999996,340,1.91999996,1919999.96,1919.99996
"3630",1997,4,21,16.1229991912842,56.4356651306152,"Amphipoda",0,3,688943,4,25,"Corophium volutator","688943_1997",-1.37048656043356,"1997",15.50000004,4220,15.50000004,15500000.04,15500.00004
"3631",1997,4,21,16.1229991912842,56.4356651306152,"Amphipoda",0,4,688944,4,25,"Corophium volutator","688944_1997",-1.37048656043356,"1997",11.29999974,3260,11.29999974,11299999.74,11299.99974
"3632",1997,4,21,16.1229991912842,56.4356651306152,"Amphipoda",0,1,688945,4,25,"Corophium volutator","688945_1997",-1.37048656043356,"1997",8.94000024,2010,8.94000024,8940000.24,8940.00024
"3633",1997,4,21,16.1229991912842,56.4356651306152,"Amphipoda",0,5,688946,4,25,"Corophium volutator","688946_1997",-1.37048656043356,"1997",13.57000029,3890,13.57000029,13570000.29,13570.00029
"3634",1997,4,21,16.1229991912842,56.4356651306152,"Amphipoda",0,2,688947,4,25,"Corophium volutator","688947_1997",-1.37048656043356,"1997",11.90999964,3130,11.90999964,11909999.64,11909.99964
"3635",1998,4,20,16.1229991912842,56.4356651306152,"Amphipoda",0,3,688948,4,25,"Corophium volutator","688948_1998",-1.37048656043356,"1998",0.88999999,190,0.88999999,889999.99,889.99999
"3636",1998,4,20,16.1229991912842,56.4356651306152,"Amphipoda",0,1,688949,4,25,"Corophium volutator","688949_1998",-1.37048656043356,"1998",1.05999997,300,1.05999997,1059999.97,1059.99997
"3637",1998,4,20,16.1229991912842,56.4356651306152,"Amphipoda",0,2,688950,4,25,"Corophium volutator","688950_1998",-1.37048656043356,"1998",1.16000002,300,1.16000002,1160000.02,1160.00002
"3638",1998,4,20,16.1229991912842,56.4356651306152,"Amphipoda",0,4,688951,4,25,"Corophium volutator","688951_1998",-1.37048656043356,"1998",0.49,190,0.49,490000,490
"3639",1998,4,20,16.1229991912842,56.4356651306152,"Amphipoda",0,5,688952,4,25,"Corophium volutator","688952_1998",-1.37048656043356,"1998",0.57000002,140,0.57000002,570000.02,570.00002
"3640",1999,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,2,688953,4,25,"Corophium volutator","688953_1999",-1.37048656043356,"1999",7.60000003,1830,7.60000003,7600000.03,7600.00003
"3641",1999,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,1,688954,4,25,"Corophium volutator","688954_1999",-1.37048656043356,"1999",6.10000014,1440,6.10000014,6100000.14,6100.00014
"3642",1999,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,3,688955,4,25,"Corophium volutator","688955_1999",-1.37048656043356,"1999",7.44999999,1940,7.44999999,7449999.99,7449.99999
"3643",2000,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,2,688956,4,25,"Corophium volutator","688956_2000",-1.37048656043356,"2000",0.22,40,0.22,220000,220
"3644",2000,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,1,688957,4,25,"Corophium volutator","688957_2000",-1.37048656043356,"2000",0.26,60,0.26,260000,260
"3645",2000,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,3,688958,4,25,"Corophium volutator","688958_2000",-1.37048656043356,"2000",0.37999999,70,0.37999999,379999.99,379.99999
"3646",2000,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,5,688959,4,25,"Corophium volutator","688959_2000",-1.37048656043356,"2000",0.31999999,80,0.31999999,319999.99,319.99999
"3647",2000,4,26,16.1229991912842,56.4356651306152,"Amphipoda",0,4,688960,4,25,"Corophium volutator","688960_2000",-1.37048656043356,"2000",0.29000001,60,0.29000001,290000.01,290.00001
"3648",1994,5,4,16.5200322,57.1900587,"Amphipoda",0,1,688966,4,27,"Gammarus","688966_1994",-1.37048656043356,"1994",1.80000007,250,1.80000007,1800000.07,1800.00007
"3649",1994,5,4,16.5200322,57.1900587,"Amphipoda",0,3,688967,4,27,"Corophium volutator","688967_1994",-1.37048656043356,"1994",0.59999999,110,0.59999999,599999.99,599.99999
"3650",1994,5,4,16.5200322,57.1900587,"Amphipoda",0,2,688968,4,27,"Gammarus","688968_1994",-1.37048656043356,"1994",0.50000001,60,0.50000001,500000.01,500.00001
"3651",1984,5,29,16.5072003,57.1621614,"Amphipoda",33,3,688969,4,27,"Monoporeia affinis","688969_1984",0.481157216686136,"1984",0.86999997,30,0.86999997,869999.97,869.99997
"3652",1984,5,29,16.5072003,57.1621614,"Amphipoda",33,1,688970,4,27,"Monoporeia affinis","688970_1984",0.481157216686136,"1984",0.48,40,0.48,480000,480
"3653",1984,5,29,16.5072003,57.1621614,"Amphipoda",33,2,688971,4,27,"Monoporeia affinis","688971_1984",0.481157216686136,"1984",0.66,40,0.66,660000,660
"3654",1984,5,29,16.5072003,57.1621614,"Amphipoda",33,4,688972,4,27,"Monoporeia affinis","688972_1984",0.481157216686136,"1984",0.37,10,0.37,370000,370
"3655",1986,6,1,16.5072003,57.1621614,"Amphipoda",33,3,688979,4,27,"Monoporeia affinis","688979_1986",0.481157216686136,"1986",0.03,40,0.03,30000,30
"3656",1986,6,1,16.5072003,57.1621614,"Amphipoda",33,4,688980,4,27,"Monoporeia affinis","688980_1986",0.481157216686136,"1986",0.01,40,0.01,10000,10
"3657",1987,6,13,16.5072003,57.1621614,"Amphipoda",33,2,688985,4,27,"Monoporeia affinis","688985_1987",0.481157216686136,"1987",0.01,10,0.01,10000,10
"3658",1988,6,15,16.5072003,57.1621614,"Amphipoda",33,5,688989,4,27,"Monoporeia affinis","688989_1988",0.481157216686136,"1988",0.01,10,0.01,10000,10
"3659",1988,6,15,16.5072003,57.1621614,"Amphipoda",33,3,688990,4,27,"Monoporeia affinis","688990_1988",0.481157216686136,"1988",0.01,20,0.01,10000,10
"3660",1988,6,15,16.5072003,57.1621614,"Amphipoda",33,1,688991,4,27,"Monoporeia affinis","688991_1988",0.481157216686136,"1988",0.1,40,0.1,1e+05,100
"3661",1988,6,15,16.5072003,57.1621614,"Amphipoda",33,4,688992,4,27,"Monoporeia affinis","688992_1988",0.481157216686136,"1988",0.1,30,0.1,1e+05,100
"3662",1988,6,15,16.5072003,57.1621614,"Amphipoda",33,2,688993,4,27,"Monoporeia affinis","688993_1988",0.481157216686136,"1988",0.1,20,0.1,1e+05,100
"3663",1989,5,23,16.5072003,57.1621614,"Amphipoda",33,3,688994,4,27,"Monoporeia affinis","688994_1989",0.481157216686136,"1989",0.02,30,0.02,20000,20
"3664",1989,5,23,16.5072003,57.1621614,"Amphipoda",33,4,688995,4,27,"Monoporeia affinis","688995_1989",0.481157216686136,"1989",0.1,50,0.1,1e+05,100
"3665",1989,5,23,16.5072003,57.1621614,"Amphipoda",33,2,688996,4,27,"Monoporeia affinis","688996_1989",0.481157216686136,"1989",0.2,150,0.2,2e+05,200
"3666",1989,5,23,16.5072003,57.1621614,"Amphipoda",33,1,688997,4,27,"Monoporeia affinis","688997_1989",0.481157216686136,"1989",0.1,80,0.1,1e+05,100
"3667",1989,5,23,16.5072003,57.1621614,"Amphipoda",33,5,688998,4,27,"Monoporeia affinis","688998_1989",0.481157216686136,"1989",0.03,40,0.03,30000,30
"3668",1994,5,4,16.5072003,57.1621614,"Amphipoda",33,1,689002,4,27,"Corophium volutator","689002_1994",0.481157216686136,"1994",0.03,10,0.03,30000,30
"3669",1984,5,29,16.5130004,57.1398329,"Amphipoda",31,1,689005,4,27,"Corophium volutator","689005_1984",0.368936381709185,"1984",0.49999999,410,0.49999999,499999.99,499.99999
"3670",1984,5,29,16.5130004,57.1398329,"Amphipoda",31,2,689006,4,27,"Corophium volutator","689006_1984",0.368936381709185,"1984",0.101,390,0.101,101000,101
"3671",1984,5,29,16.5130004,57.1398329,"Amphipoda",31,5,689007,4,27,"Monoporeia affinis","689007_1984",0.368936381709185,"1984",0.001,20,0.001,1000,1
"3672",1984,5,29,16.5130004,57.1398329,"Amphipoda",31,3,689008,4,27,"Monoporeia affinis","689008_1984",0.368936381709185,"1984",0.04,70,0.04,40000,40
"3673",1984,5,29,16.5130004,57.1398329,"Amphipoda",31,4,689009,4,27,"Corophium volutator","689009_1984",0.368936381709185,"1984",0.33999999,170,0.33999999,339999.99,339.99999
"3674",1985,5,23,16.5130004,57.1398329,"Amphipoda",31,2,689010,4,27,"Monoporeia affinis","689010_1985",0.368936381709185,"1985",0.05,20,0.05,50000,50
"3675",1985,5,23,16.5130004,57.1398329,"Amphipoda",31,5,689013,4,27,"Monoporeia affinis","689013_1985",0.368936381709185,"1985",0.1,10,0.1,1e+05,100
"3676",1985,5,23,16.5130004,57.1398329,"Amphipoda",31,4,689014,4,27,"Monoporeia affinis","689014_1985",0.368936381709185,"1985",0.08,10,0.08,80000,80
"3677",1986,6,1,16.5130004,57.1398329,"Amphipoda",31,4,689015,4,27,"Monoporeia affinis","689015_1986",0.368936381709185,"1986",0.001,20,0.001,1000,1
"3678",1986,6,1,16.5130004,57.1398329,"Amphipoda",31,3,689016,4,27,"Monoporeia affinis","689016_1986",0.368936381709185,"1986",0.001,40,0.001,1000,1
"3679",1986,6,1,16.5130004,57.1398329,"Amphipoda",31,1,689017,4,27,"Monoporeia affinis","689017_1986",0.368936381709185,"1986",0.001,30,0.001,1000,1
"3680",1986,6,1,16.5130004,57.1398329,"Amphipoda",31,5,689018,4,27,"Monoporeia affinis","689018_1986",0.368936381709185,"1986",0.2,60,0.2,2e+05,200
"3681",1987,6,13,16.5130004,57.1398329,"Amphipoda",31,4,689020,4,27,"Monoporeia affinis","689020_1987",0.368936381709185,"1987",8.00000012,2660,8.00000012,8000000.12,8000.00012
"3682",1987,6,13,16.5130004,57.1398329,"Amphipoda",31,5,689021,4,27,"Monoporeia affinis","689021_1987",0.368936381709185,"1987",6.00000024,1960,6.00000024,6000000.24,6000.00024
"3683",1987,6,13,16.5130004,57.1398329,"Amphipoda",31,3,689022,4,27,"Monoporeia affinis","689022_1987",0.368936381709185,"1987",6.49999976,1460,6.49999976,6499999.76,6499.99976
"3684",1987,6,13,16.5130004,57.1398329,"Amphipoda",31,2,689023,4,27,"Monoporeia affinis","689023_1987",0.368936381709185,"1987",5.69999993,1320,5.69999993,5699999.93,5699.99993
"3685",1987,6,13,16.5130004,57.1398329,"Amphipoda",31,1,689024,4,27,"Monoporeia affinis","689024_1987",0.368936381709185,"1987",3.00000012,1100,3.00000012,3000000.12,3000.00012
"3686",1988,6,14,16.5130004,57.1398329,"Amphipoda",31,1,689025,4,27,"Monoporeia affinis","689025_1988",0.368936381709185,"1988",3.79999995,1230,3.79999995,3799999.95,3799.99995
"3687",1988,6,14,16.5130004,57.1398329,"Amphipoda",31,5,689026,4,27,"Monoporeia affinis","689026_1988",0.368936381709185,"1988",4.49999988,1520,4.49999988,4499999.88,4499.99988
"3688",1988,6,14,16.5130004,57.1398329,"Amphipoda",31,2,689027,4,27,"Monoporeia affinis","689027_1988",0.368936381709185,"1988",5,2030,5,5e+06,5000
"3689",1988,6,14,16.5130004,57.1398329,"Amphipoda",31,4,689028,4,27,"Monoporeia affinis","689028_1988",0.368936381709185,"1988",4.9000001,1640,4.9000001,4900000.1,4900.0001
"3690",1988,6,14,16.5130004,57.1398329,"Amphipoda",31,3,689029,4,27,"Monoporeia affinis","689029_1988",0.368936381709185,"1988",4.19999987,1290,4.19999987,4199999.87,4199.99987
"3691",1989,5,23,16.5130004,57.1398329,"Amphipoda",31,3,689030,4,27,"Monoporeia affinis","689030_1989",0.368936381709185,"1989",13.09999943,2360,13.09999943,13099999.43,13099.99943
"3692",1989,5,23,16.5130004,57.1398329,"Amphipoda",31,1,689031,4,27,"Monoporeia affinis","689031_1989",0.368936381709185,"1989",13.79999995,2870,13.79999995,13799999.95,13799.99995
"3693",1989,5,23,16.5130004,57.1398329,"Amphipoda",31,2,689032,4,27,"Monoporeia affinis","689032_1989",0.368936381709185,"1989",10.29999971,2100,10.29999971,10299999.71,10299.99971
"3694",1989,5,23,16.5130004,57.1398329,"Amphipoda",31,5,689033,4,27,"Monoporeia affinis","689033_1989",0.368936381709185,"1989",13.70000005,2880,13.70000005,13700000.05,13700.00005
"3695",1989,5,23,16.5130004,57.1398329,"Amphipoda",31,4,689034,4,27,"Monoporeia affinis","689034_1989",0.368936381709185,"1989",11.00000024,2240,11.00000024,11000000.24,11000.00024
"3696",1994,5,4,16.5130004,57.1398329,"Amphipoda",31,2,689035,4,27,"Corophium volutator","689035_1994",0.368936381709185,"1994",0.2,30,0.2,2e+05,200
"3697",1994,5,4,16.5130004,57.1398329,"Amphipoda",31,3,689036,4,27,"Corophium volutator","689036_1994",0.368936381709185,"1994",0.1,20,0.1,1e+05,100
"3698",1994,5,4,16.5130004,57.1398329,"Amphipoda",31,1,689037,4,27,"Corophium volutator","689037_1994",0.368936381709185,"1994",0.03,10,0.03,30000,30
"3699",1984,5,29,16.4830548,57.156764,"Amphipoda",20,2,689041,4,27,"Monoporeia affinis","689041_1984",-0.248278210664046,"1984",0.03,10,0.03,30000,30
"3700",1986,6,2,16.4830548,57.156764,"Amphipoda",20,3,689049,4,27,"Corophium volutator","689049_1986",-0.248278210664046,"1986",0.01,10,0.01,10000,10
"3701",1986,6,2,16.4830548,57.156764,"Amphipoda",20,1,689051,4,27,"Corophium volutator","689051_1986",-0.248278210664046,"1986",0.29999999,20,0.29999999,299999.99,299.99999
"3702",1987,6,13,16.4830548,57.156764,"Amphipoda",20,5,689054,4,27,"Monoporeia affinis","689054_1987",-0.248278210664046,"1987",0.01,10,0.01,10000,10
"3703",1987,6,13,16.4830548,57.156764,"Amphipoda",20,4,689055,4,27,"Monoporeia affinis","689055_1987",-0.248278210664046,"1987",0.01,10,0.01,10000,10
"3704",1994,5,4,16.4830548,57.156764,"Amphipoda",20,2,689068,4,27,"Corophium volutator","689068_1994",-0.248278210664046,"1994",0.07,50,0.07,70000,70
"3705",1994,5,4,16.4830548,57.156764,"Amphipoda",20,1,689069,4,27,"Corophium volutator","689069_1994",-0.248278210664046,"1994",0.04,10,0.04,40000,40
"3706",1994,5,4,16.4830548,57.156764,"Amphipoda",20,3,689070,4,27,"Corophium volutator","689070_1994",-0.248278210664046,"1994",0.22,60,0.22,220000,220
"3707",1994,5,4,16.5166833,57.1310488,"Amphipoda",15,2,689071,4,27,"Corophium volutator","689071_1994",-0.528830298106424,"1994",2.43000001,440,2.43000001,2430000.01,2430.00001
